ID,Poet,Poetry
40,ahmad-faraz,"suna hai log use aankh bhar ke dekhte hain 
so us ke shahr men kuchh din Thahar ke dekhte hain 
suna hai rabt hai us ko kharab-halon se 
so apne aap ko barbad kar ke dekhte hain 
suna hai dard ki gahak hai chashm-e-naz us ki 
so ham bhi us ki gali se guzar ke dekhte hain 
suna hai us ko bhi hai sher o sha.iri se shaghaf 
so ham bhi mo.ajize apne hunar ke dekhte hain 
suna hai bole to baton se phuul jhaDte hain 
ye baat hai to chalo baat kar ke dekhte hain 
suna hai raat use chand takta rahta hai 
sitare bam-e-falak se utar ke dekhte hain 
suna hai din ko use titliyan satati hain 
suna hai raat ko jugnu Thahar ke dekhte hain 
suna hai hashr hain us ki ghazal si ankhen 
suna hai us ko hiran dasht bhar ke dekhte hain 
suna hai raat se baDh kar hain kakulen us ki 
suna hai shaam ko saa.e guzar ke dekhte hain 
suna hai us ki siyah-chashmagi qayamat hai 
so us ko surma-farosh aah bhar ke dekhte hain 
suna hai us ke labon se gulab jalte hain 
so ham bahar pe ilzam dhar ke dekhte hain 
suna hai aa.ina timsal hai jabin us ki 
jo saada dil hain use ban-sanvar ke dekhte hain 
suna hai jab se hama.il hain us ki gardan men 
mizaj aur hi laal o guhar ke dekhte hain 
suna hai chashm-e-tasavvur se dasht-e-imkan men 
palang zaviye us ki kamar ke dekhte hain 
suna hai us ke badan ki tarash aisi hai 
ki phuul apni qaba.en katar ke dekhte hain 
vo sarv-qad hai magar be-gul-e-murad nahin 
ki us shajar pe shagufe samar ke dekhte hain 
bas ik nigah se luTta hai qafila dil ka 
so rah-ravan-e-tamanna bhi Dar ke dekhte hain 
suna hai us ke shabistan se muttasil hai bahisht 
makin udhar ke bhi jalve idhar ke dekhte hain 
ruke to gardishen us ka tavaf karti hain 
chale to us ko zamane Thahar ke dekhte hain 
kise nasib ki be-pairahan use dekhe 
kabhi kabhi dar o divar ghar ke dekhte hain 
kahaniyan hi sahi sab mubalghe hi sahi 
agar vo khvab hai tabir kar ke dekhte hain 
ab us ke shahr men Thahren ki kuuch kar jaa.en 
'faraz' aao sitare safar ke dekhte hain"
41,ahmad-faraz,"tere qarib aa ke baDi uljhanon men huun 
main dushmanon men huun ki tire doston men huun 
mujh se gurez-pa hai to har rasta badal 
main sang-e-rah huun to sabhi raston men huun 
tu aa chuka hai sat.h pe kab se khabar nahin 
bedard main abhi unhin gahra.iyon men huun 
ai yar-e-khush-dayar tujhe kya khabar ki main 
kab se udasiyon ke ghane jangalon men huun 
tu luuT kar bhi ahl-e-tamanna ko khush nahin 
yaan luT ke bhi vafa ke inhi qafilon men huun 
badla na mere baad bhi mauzu-e-guftugu 
main ja chuka huun phir bhi tiri mahfilon men huun 
mujh se bichhaD ke tu bhi to ro.ega umr bhar 
ye soch le ki main bhi tiri khvahishon men huun 
tu hans raha hai mujh pe mira haal dekh kar 
aur phir bhi main sharik tire qahqahon men huun 
khud hi misal-e-lala-e-sahra lahu lahu 
aur khud 'faraz' apne tamasha.iyon men huun"
42,ahmad-faraz,"teri baten hi sunane aa.e 
dost bhi dil hi dukhane aa.e 
phuul khilte hain to ham sochte hain 
tere aane ke zamane aa.e 
aisi kuchh chup si lagi hai jaise 
ham tujhe haal sunane aa.e 
ishq tanha hai sar-e-manzil-e-gham 
kaun ye bojh uThane aa.e 
ajnabi dost hamen dekh ki ham 
kuchh tujhe yaad dilane aa.e 
dil dhaDakta hai safar ke hangam 
kaash phir koi bulane aa.e 
ab to rone se bhi dil dukhta hai 
shayad ab hosh Thikane aa.e 
kya kahin phir koi basti ujDi 
log kyuun jashn manane aa.e 
so raho maut ke pahlu men 'faraz' 
niind kis vaqt na jaane aa.e"
43,ahmad-faraz,"tujh se mil kar to ye lagta hai ki ai ajnabi dost 
tu miri pahli mohabbat thi miri akhiri dost 
log har baat ka afsana bana dete hain 
ye to duniya hai miri jaan ka.i dushman ka.i dost 
tere qamat se bhi lipTi hai amar-bel koi 
meri chahat ko bhi duniya ki nazar kha ga.i dost 
yaad aa.i hai to phir TuuT ke yaad aa.i hai 
koi guzri hui manzil koi bhuli hui dost 
ab bhi aa.e ho to ehsan tumhara lekin 
vo qayamat jo guzarni thi guzar bhi ga.i dost 
tere lahje ki thakan men tira dil shamil hai 
aisa lagta hai juda.i ki ghaDi aa ga.i dost 
barish-e-sang ka mausam hai mire shahr men to 
tu ye shishe sa badan le ke kahan aa ga.i dost 
main use ahd-shikan kaise samajh luun jis ne 
akhiri khat men ye likkha tha faqat aap ki dost"
44,ahmad-faraz,"tujhe hai mashq-e-sitam ka malal vaise hi 
hamari jaan thi jaan par vabal vaise hi 
chala tha zikr zamane ki bevafa.i ka 
so aa gaya hai tumhara khayal vaise hi 
ham aa ga.e hain tah-e-dam to nasib apna 
vagarna us ne to phenka tha jaal vaise hi 
main rokna hi nahin chahta tha vaar us ka 
giri nahin mire hathon se Dhaal vaise hi 
zamana ham se bhala dushmani to kya rakhta 
so kar gaya hai hamen pa.emal vaise hi 
mujhe bhi shauq na tha dastan sunane ka 
'faraz' us ne bhi puchha tha haal vaise hi"
45,ahmad-faraz,"us ko juda hue bhi zamana bahut hua 
ab kya kahen ye qissa purana bahut hua 
Dhalti na thi kisi bhi jatan se shab-e-firaq 
ai marg-e-na-gahan tira aana bahut hua 
ham khuld se nikal to ga.e hain par ai khuda 
itne se vaqiye ka fasana bahut hua 
ab ham hain aur saare zamane ki dushmani 
us se zara sa rabt baDhana bahut hua 
ab kyuun na zindagi pe mohabbat ko vaar den 
is ashiqi men jaan se jaana bahut hua 
ab tak to dil ka dil se ta.aruf na ho saka 
maana ki us se milna milana bahut hua 
kya kya na ham kharab hue hain magar ye dil 
ai yad-e-yar tera Thikana bahut hua 
kahta tha nasehon se mire munh na aa.iyo 
phir kya tha ek hu ka bahana bahut hua 
lo phir tire labon pe usi bevafa ka zikr 
ahmad-'faraz' tujh se kaha na bahut hua"
46,ahmad-faraz,"us ne sukut-e-shab men bhi apna payam rakh diya 
hijr ki raat baam par mah-e-tamam rakh diya 
amad-e-dost ki naved ku-e-vafa men aam thi 
main ne bhi ik charagh sa dil sar-e-sham rakh diya 
shiddat-e-tishnagi men bhi ghairat-e-mai-kashi rahi 
us ne jo pher li nazar main ne bhi jaam rakh diya 
us ne nazar nazar men hi aise bhale sukhan kahe 
main ne to us ke paanv men saara kalam rakh diya 
dekho ye mere khvab the dekho ye mere zakhm hain 
main ne to sab hisab-e-jan bar-sar-e-am rakh diya 
ab ke bahar ne bhi kiin aisi shararten ki bas 
kabk-e-dari ki chaal men tera khiram rakh diya 
jo bhi mila usi ka dil halqa-ba-gosh-e-yar tha 
us ne to saare shahr ko kar ke ghulam rakh diya 
aur 'faraz' chahiyen kitni mohabbaten tujhe 
maaon ne tere naam par bachchon ka naam rakh diya"
47,ahmad-faraz,"vahshaten baDhti ga.iin hijr ke azar ke saath 
ab to ham baat bhi karte nahin gham-khvar ke saath 
ham ne ik umr basar ki hai gham-e-yar ke saath 
'mir' do din na jiye hijr ke azar ke saath 
ab to ham ghar se nikalte hain to rakh dete hain 
taaq par izzat-e-sadat bhi dastar ke saath 
is qadar khauf hai ab shahr ki galiyon men ki log 
chaap sunte hain to lag jaate hain divar ke saath 
ek to khvab liye phirte ho galiyon galiyon 
us pe takrar bhi karte ho kharidar ke saath 
shahr ka shahr hi naseh ho to kya kijiyega 
varna ham rind to bhiD jaate hain do-char ke saath 
ham ko us shahr men ta.amir ka sauda hai jahan 
log me.amar ko chun dete hain divar ke saath 
jo sharaf ham ko mila kucha-e-janan se 'faraz' 
su-e-maqtal bhi ga.e hain usi pindar ke saath"
48,ahmad-faraz,"ye kya ki sab se bayan dil ki halaten karni 
'faraz' tujh ko na aa.iin mohabbaten karni 
ye qurb kya hai ki tu samne hai aur hamen 
shumar abhi se juda.i ki sa.aten karni 
koi khuda ho ki patthar jise bhi ham chahen 
tamam umr usi ki ibadaten karni 
sab apne apne qarine se muntazir us ke 
kisi ko shukr kisi ko shikayaten karni 
ham apne dil se hi majbur aur logon ko 
zara si baat pe barpa qayamaten karni 
milen jab un se to mub.ham si guftugu karna 
phir apne aap se sau sau vazahaten karni 
ye log kaise magar dushmani nibahte hain 
hamen to raas na aa.iin mohabbaten karni 
kabhi 'faraz' na.e mausamon men ro dena 
kabhi talash purani rifaqaten karni"
49,ahmad-faraz,"yunhi mar mar ke ji.en vaqt guzare jaa.en 
zindagi ham tire hathon se na maare jaa.en 
ab zamin par koi gautam na mohammad na masih 
asmanon se na.e log utare jaa.en 
vo jo maujud nahin us ki madad chahte hain 
vo jo sunta hi nahin us ko pukare jaa.en 
baap larzan hai ki pahunchi nahin barat ab tak 
aur ham-joliyan dulhan ko sanvare jaa.en 
ham ki nadan juari hain sabhi jante hain 
dil ki baazi ho to ji jaan se haare jaa.en 
taj diya tum ne dar-e-yar bhi ukta ke 'faraz' 
ab kahan DhunDhne gham-khvar tumhare jaa.en"
50,ahmad-faraz,"zindagi se yahi gila hai mujhe 
tu bahut der se mila hai mujhe 
tu mohabbat se koi chaal to chal 
haar jaane ka hausla hai mujhe 
dil dhaDakta nahin Tapakta hai 
kal jo khvahish thi aabla hai mujhe 
ham-safar chahiye hujum nahin 
ik musafir bhi qafila hai mujhe 
kohkan ho ki qais ho ki 'faraz' 
sab men ik shakhs hi mila hai mujhe"
51,akbar-allahabadi,"aah jo dil se nikali ja.egi 
kya samajhte ho ki khali ja.egi 
is nazakat par ye shamshir-e-jafa 
aap se kyunkar sambhali ja.egi 
kya gham-e-duniya ka Dar mujh rind ko 
aur ik botal chaDha li ja.egi 
shaikh ki davat men mai ka kaam kya 
ehtiyatan kuchh manga li ja.egi 
yad-e-abru men hai 'akbar' mahv yuun 
kab tiri ye kaj-khayali ja.egi"
52,akbar-allahabadi,"aaj ara.ish-e-gesu-e-dota hoti hai 
phir miri jaan giraftar-e-bala hoti hai 
shauq-e-pa-bosi-e-janan mujhe baaqi hai hanuz 
ghaas jo ugti hai turbat pe hina hoti hai 
phir kisi kaam ka baaqi nahin rahta insan 
sach to ye hai ki mohabbat bhi bala hoti hai 
jo zamin kucha-e-qatil men nikalti hai na.i 
vaqf vo bahr-e-mazar-e-shohada hoti hai 
jis ne dekhi ho vo chitvan koi us se puchhe 
jaan kyun-kar hadaf-e-tir-e-qaza hoti hai 
naza.a ka vaqt bura vaqt hai khaliq ki panah 
hai vo saa.at ki qayamat se siva hoti hai 
ruuh to ek taraf hoti hai rukhsat tan se 
aarzu ek taraf dil se juda hoti hai 
khud samajhta huun ki rone se bhala kya hasil 
par karun kya yunhi taskin zara hoti hai 
raundte phirte hain vo majma-e-aghyar ke saath 
khuub tauqir-e-mazar-e-shohada hoti hai 
murgh-e-bismil ki tarah loT gaya dil mera 
nigah-e-naz ki tasir bhi kya hoti hai 
naala kar lene den lillah na chheDen ahbab 
zabt karta huun to taklif siva hoti hai 
jism to khaak men mil jaate hue dekhte hain 
ruuh kya jaane kidhar jaati hai kya hoti hai 
huun fareb-e-sitam-e-yar ka qaa.il 'akbar' 
marte marte na khula ye ki jafa hoti hai"
53,akbar-allahabadi,"ankhen mujhe talvon se vo malne nahin dete 
arman mire dil ke nikalne nahin dete 
khatir se tiri yaad ko Talne nahin dete 
sach hai ki hamin dil ko sambhalne nahin dete 
kis naaz se kahte hain vo jhunjhla ke shab-e-vasl 
tum to hamen karvaT bhi badalne nahin dete 
parvanon ne fanus ko dekha to ye bole 
kyuun ham ko jalate ho ki jalne nahin dete 
hairan huun kis tarah karun arz-e-tamanna 
dushman ko to pahlu se vo Talne nahin dete 
dil vo hai ki fariyad se labrez hai har vaqt 
ham vo hain ki kuchh munh se nikalne nahin dete 
garmi-e-mohabbat men vo hain aah se mane.a 
pankha nafas-e-sard ka jhalne nahin dete"
54,akbar-allahabadi,"agar dil vaqif-e-nairangi-e-tab-e-sanam hota 
zamane ki do-rangi ka use hargiz na gham hota 
ye paband-e-musibat dil ke hathon ham to rahte hain 
nahin to chain se kaTti na dil hota na gham hota 
unhin ki be-vafa.i ka ye hai aThon-pahar sadma 
vahi hote jo qaabu men to phir kaahe ko gham hota 
lab-o-chashm-e-sanam gar dekhne paate kahin sha.ir 
koi shirin-sukhan hota koi jadu-raqam hota 
bahut achchha hua aa.e na vo meri ayadat ko 
jo vo aate to ghair aate jo ghair aate to gham hota 
agar qabren nazar atin na dara-o-sikandar ki 
mujhe bhi ishtiyaq-e-daulat-o-jah-o-hasham hota 
liye jaata hai josh-e-shauq ham ko rah-e-ulfat men 
nahin to zo.af se dushvar chalna do-qadam hota 
na rahne paa.e divaron men rauzan shukr hai varna 
tumhen to dil-lagi hoti gharibon par sitam hota"
55,akbar-allahabadi,"apne pahlu se vo ghairon ko uTha hi na sake 
un ko ham qissa-e-gham apna suna hi na sake 
zehan mera vo qayamat ki do-alam pe muhit 
aap aaise ki mire zehan men aa hi na sake 
dekh lete jo unhen to mujhe rakhte ma.azur 
shaikh-sahib magar us bazm men ja hi na sake 
aql mahngi hai bahut ishq khilaf-e-tahzib 
dil ko is ahd men ham kaam men la hi na sake 
ham to khud chahte the chain se baiThen koi dam 
aap ki yaad magar dil se bhula hi na sake 
ishq kamil hai usi ka ki patangon ki tarah 
taab nazzara-e-ma.asuq ki la hi na sake 
dam-e-hasti ki bhi tarkib ajab rakkhi hai 
jo phanse us men vo phir jaan bacha hi na sake 
maz.har-e-jalva-e-janan hai har ik shai 'akbar' 
be-adab aankh kisi samt uTha hi na sake 
aisi mantiq se to divangi behtar 'akbar' 
ki jo khaliq ki taraf dil ko jhuka hi na sake"
56,akbar-allahabadi,"apni girah se kuchh na mujhe aap dijiye 
akhbar men to naam mira chhap dijiye 
dekho jise vo pionēr office men hai DaTa 
bahr-e-khuda mujhe bhi kahin chhap dijiye 
chashm-e-jahan se halat-e-asli chhupi nahin 
akhbar men jo chahiye vo chhap dijiye 
da.ava bahut baDa hai riyazi men aap ko 
tul-e-shab-e-firaq ko to naap dijiye 
sunte nahin hain shaikh na.i raushni ki baat 
engine ki un ke kaan men ab bhaap dijiye 
is but ke dar pe ghair se 'akbar' ne kah diya 
zar hi main dene laaya huun jaan aap dijiye"
57,akbar-allahabadi,"bahut raha hai kabhi lutf-e-yar ham par bhi 
guzar chuki hai ye fasl-e-bahar ham par bhi 
urus-e-dahr ko aaya tha pyaar ham par bhi 
ye besva thi kisi shab nisar ham par bhi 
biTha chuka hai zamana hamen bhi masnad par 
hua kiye hain javahir nisar ham par bhi 
adu ko bhi jo banaya hai tum ne mahram-e-raz 
to fakhr kya jo hua e'tibar ham par bhi 
khata kisi ki ho lekin khuli jo un ki zaban 
to ho hi jaate hain do ek vaar ham par bhi 
ham aise rind magar ye zamana hai vo ghazab 
ki Daal hi diya duniya ka baar ham par bhi 
hamen bhi atish-e-ulfat jala chuki 'akbar' 
haram ho ga.i dozakh ki naar ham par bhi"
58,akbar-allahabadi,"be-takalluf bosa-e-zulf-e-chalipa lijiye 
naqd-e-dil maujud hai phir kyuun na sauda lijiye 
dil to pahle le chuke ab jaan ke khvahan hain aap 
is men bhi mujh ko nahin inkar achchha lijiye 
paanv pakaD kar kahti hai zanjir-e-zindan men raho 
vahshat-e-dil ka hai iima rah-e-sahra lijiye 
ghair ko to kar ke zid karte hain khane men sharik 
mujh se kahte hain agar kuchh bhuuk ho kha lijiye 
khush-numa chizen hain bazar-e-jahan men be-shumar 
ek naqd-e-dil se ya-rab mol kya kya lijiye 
kushta akhir atish-e-furqat se hona hai mujhe 
aur chande surat-e-simab taDpa lijiye 
fasl-e-gul ke aate hi 'akbar' hue behosh aap 
kholiye ankhon ko sahab jam-e-sahba lijiye"
59,akbar-allahabadi,"bi.Tha.i ja.engi parde men bibayan kab tak 
bane rahoge tum is mulk men miyan kab tak 
haram-sara ki hifazat ko tegh hi na rahi 
to kaam dengi ye chilman ki tiliyan kab tak 
miyan se biibi hain parda hai un ko farz magar 
miyan ka ilm hi uTTha to phir miyan kab tak 
tabi.aton ka numu hai hava-e-maghrib men 
ye ghairaten ye hararat ye garmiyan kab tak 
avaam bandh len dohar to third vanTar men 
second-o-first ki hon band khiDkiyan kab tak 
jo munh dikha.i ki rasmon pe hai musir iblis 
chhupengi hazrat-e-havva ki beTiyan kab tak 
janab hazrat-e-'akbar' hain hami-e-parda 
magar vo kab tak aur un ki ruba.iyan kab tak"
60,akbar-allahabadi,"charkh se kuchh umiid thi hi nahin 
aarzu main ne koi ki hi nahin 
maz.habi bahas main ne ki hi nahin 
faltu aql mujh men thi hi nahin 
chahta tha bahut si baton ko 
magar afsos ab vo ji hi nahin 
jur.at-e-arz-e-hal kya hoti 
nazar-e-lutf us ne ki hi nahin 
is musibat men dil se kya kahta 
koi aisi misal thi hi nahin 
aap kya janen qadr-e-ya-allah 
jab musibat koi paDi hi nahin 
shirk chhoDa to sab ne chhoD diya 
meri koi society hi nahin 
puchha 'akbar' hai aadmi kaisa 
hans ke bole vo aadmi hi nahin"
61,akbar-allahabadi,"dard to maujud hai dil men dava ho ya na ho 
bandagi halat se zahir hai khuda ho ya na ho 
jhumti hai shakh-e-gul khilte hain ghunche dam-ba-dam 
ba-asar gulshan men tahrik-e-saba ho ya na ho 
vajd men laate hain mujh ko bulbulon ke zamzame 
aap ke nazdik ba-ma.ani sada ho ya na ho 
kar diya hai zindagi ne bazm-e-hasti men sharik 
us ka kuchh maqsud koi mudda.a ho ya na ho 
kyuun civil-surgeon ka aana rokta hai ham-nashin 
is men hai ik baat honour ki shifa ho ya na ho 
maulvi sahib na chhoDenge khuda go bakhsh de 
gher hi lenge police vaale saza ho ya na ho 
membari se aap par to varnish ho ja.egi 
qaum ki halat men kuchh is se jila ho ya na ho 
mo'tariz kyuun ho agar samjhe tumhen sayyad dil 
aaise gesu huun to shubah daam ka ho ya na ho"
62,akbar-allahabadi,"dil-e-mayus men vo shorishen barpa nahin hotin 
umiden is qadar TuTin ki ab paida nahin hotin 
miri betabiyan bhi juzv hain ik meri hasti ki 
ye zahir hai ki maujen kharij az dariya nahin hotin 
vahi pariyan hain ab bhi raaja indar ke akhaDe men 
magar shahzada-e-gulfam par shaida nahin hotin 
yahan ki auraton ko ilm ki parva nahin be-shak 
magar ye shauharon se apne be-parva nahin hotin 
ta.alluq dil ka kya baaqi main rakkhun bazm-e-duniya se 
vo dilkash suraten ab anjuman-ara nahin hotin 
hua huun is qadar afsurda rang-e-bagh-e-hasti se 
hava.en fasl-e-gul ki bhi nashat-afza nahin hotin 
qaza ke samne be-kar hote hain havas 'akbar' 
khuli hoti hain go ankhen magar biina nahin hotin"
63,akbar-allahabadi,"dil ho kharab diin pe jo kuchh asar paDe 
ab kar-e-ashiqi to bahar-kaif kar paDe 
ishq-e-butan ka diin pe jo kuchh asar paDe 
ab to nibahna hai jab ik kaam kar paDe 
maz.hab chhuDaya ishva-e-duniya ne shaikh se 
dekhi jo rail uunT se akhir utar paDe 
betabiyan nasib na thiin varna ham-nashin 
ye kya zarur tha ki unhin par nazar paDe 
behtar yahi hai qasd udhar ka karen na vo 
aisa na ho ki raah men dushman ka ghar paDe 
ham chahte hain mel vajud-o-adam men ho 
mumkin to hai jo beach men un ki kamar paDe 
daana vahi hai dil jo kare aap ka khayal 
biina vahi nazar hai ki jo aap par paDe 
honi na chahiye thi mohabbat magar hui 
paDna na chahiye tha ghazab men magar paDe 
shaitan ki na maan jo rahat-nasib ho 
allah ko pukar musibat agar paDe 
ai shaikh un buton ki ye chalakiyan to dekh 
nikle agar haram se to 'akbar' ke ghar paDe"
64,akbar-allahabadi,"dil mira jis se bahalta koi aisa na mila 
but ke bande mile allah ka banda na mila 
bazm-e-yaran se phiri bad-e-bahari mayus 
ek sar bhi use amada-e-sauda na mila 
gul ke khvahan to nazar aa.e bahut itr-farosh 
talib-e-zamzama-e-bulbul-e-shaida na mila 
vaah kya raah dikha.i hai hamen murshid ne 
kar diya kaabe ko gum aur kalisa na mila 
rang chehre ka to collage ne bhi rakkha qaa.im 
rang-e-batin men magar baap se beTa na mila 
sayyad uTThe jo gazette le ke to lakhon laa.e 
shaikh qur.an dikhate phire paisa na mila 
hoshyaron men to ik ik se siva hain 'akbar' 
mujh ko divanon men lekin koi tujh sa na mila"
65,akbar-allahabadi,"duniya men huun duniya ka talabgar nahin huun 
bazar se guzra huun kharidar nahin huun 
zinda huun magar ziist ki lazzat nahin baaqi 
har-chand ki huun hosh men hushyar nahin huun 
is khana-e-hasti se guzar ja.unga be-laus 
saaya huun faqat naqsh-ba-divar nahin huun 
afsurda huun ibrat se dava ki nahin hajat 
gham ka mujhe ye zo.af hai bimar nahin huun 
vo gul huun khizan ne jise barbad kiya hai 
uljhun kisi daman se main vo khaar nahin huun 
ya rab mujhe mahfuz rakh us but ke sitam se 
main us ki inayat ka talabgar nahin huun 
go dava-e-taqva nahin dargah-e-khuda men 
but jis se hon khush aisa gunahgar nahin huun 
afsurdagi o zo.af ki kuchh had nahin 'akbar' 
kafir ke muqabil men bhi din-dar nahin huun"
66,akbar-allahabadi,"falsafi ko bahs ke andar khuda milta nahin 
Dor ko suljha raha hai aur sira milta nahin 
ma.arifat khaliq ki aalam men bahut dushvar hai 
shahr-e-tan men jab ki khud apna pata milta nahin 
ghafilon ke lutf ko kaafi hai duniyavi khushi 
aqilon ko be-gham-e-uqba maza milta nahin 
kashti-e-dil ki ilahi bahr-e-hasti men ho khair 
nakhuda milte hain lekin ba-khuda milta nahin 
ghafilon ko kya suna.un dastan-e-ishq-e-yar 
sunne vaale milte hain dard-ashna milta nahin 
zindagani ka maza milta tha jin ki bazm men 
un ki qabron ka bhi ab mujh ko pata milta nahin 
sirf zahir ho gaya sarmaya-e-zeb-o-safa 
kya ta.ajjub hai jo batin ba-safa milta nahin 
pukhta tabaon par havadis ka nahin hota asar 
kohsaron men nishan-e-naqsh-e-pa milta nahin 
shaikh-sahib barhaman se laakh barten dosti 
be-bhajan gaa.e to mandir se Tika milta nahin 
jis pe dil aaya hai vo shirin-ada milta nahin 
zindagi hai talkh jiine ka maza milta nahin 
log kahte hain ki bad-nami se bachna chahiye 
keh do be us ke javani ka maza milta nahin 
ahl-e-zahir jis qadar chahen karen bahs-o-jidal 
main ye samjha huun khudi men to khuda milta nahin 
chal base vo din ki yaron se bhari thi anjuman 
haa.e afsos aaj surat-ashna milta nahin 
manzil-e-ishq-o-tavakkul manzil-e-ezaz hai 
shaah sab baste hain yaan koi gada milta nahin 
baar taklifon ka mujh par bar-e-ehsan se hai sahl 
shukr ki ja hai agar hajat-rava milta nahin 
chandni raten bahar apni dikhati hain to kya 
be tire mujh ko to lutf ai mah-laqa milta nahin 
ma.ani-e-dil ka kare iz.har 'akbar' kis tarah 
lafz mauzun bahr-e-kashf-e-mudda.a milta nahin"
67,akbar-allahabadi,"gale laga.en karen pyaar tum ko eid ke din 
idhar to aao mire gul-ezar eid ke din 
ghazab ka husn hai ara.ishen qayamat ki 
ayaan hai qudrat-e-parvardigar eid ke din 
sambhal saki na tabi.at kisi tarah meri 
raha na dil pe mujhe ikhtiyar eid ke din 
vo saal bhar se kudurat bhari jo thi dil men 
vo duur ho ga.i bas ek baar eid ke din 
laga liya unhen siine se josh-e-ulfat men 
gharaz ki aa hi gaya mujh ko pyaar eid ke din 
kahin hai naghma-e-bulbul kahin hai khanda-e-gul 
ayaan hai josh-e-shabab-e-bahar eid ke din 
sivayyan duudh shakar meva sab muhayya hai 
magar ye sab hai mujhe nagavar eid ke din 
mile agar lab-e-shirin ka tere ik bosa 
to lutf ho mujhe albatta yaar eid ke din"
